Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	RunningTime	-1	Rank	-1	Lap	0	Points	0.00
Layout	RankOrientedMeet	MeetName	ПЕРВЕНСТВО ПЕНЗЕНСКОЙ ОБЛАСТИ ПО ПЛАВАНИЮ СРЕДИ ЮНОШЕЙ И ДЕВУШЕК
Meet	City	Пенза
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	6	LaneTime	-1	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
Time	1	Ready	0	Rank	-1	Lap	0	Points	0.00
